system:index,climate_dewpoint_mean,climate_precip_total,climate_temp_mean,file,label,soil_oc,soil_ph,soil_texture,topo_elevation,topo_landforms,.geo
00000000000000000262,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,72,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77108465376146,38.54989623196821]}"
00000000000000000263,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,79,4,4,24,"{""type"":""Point"",""coordinates"":[-121.65331533583891,38.54989623196821]}"
00000000000000000264,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.6965240250468,38.54980704994715]}"
00000000000000000265,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,15,34,"{""type"":""Point"",""coordinates"":[-121.73973271425467,38.54971786792607]}"
00000000000000000266,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,71,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78294140346256,38.549628685905006]}"
00000000000000000267,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,24,"{""type"":""Point"",""coordinates"":[-121.66517208554001,38.54962868590501]}"
00000000000000000268,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.7083807747479,38.54953950388394]}"
00000000000000000269,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,3,73,4,15,34,"{""type"":""Point"",""coordinates"":[-121.75158946395581,38.54945032186287]}"
0000000000000000026a,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,18,34,"{""type"":""Point"",""coordinates"":[-121.7947981531637,38.54935668074075]}"
0000000000000000026b,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,9,24,"{""type"":""Point"",""coordinates"":[-121.67702883524113,38.54935668074075]}"
0000000000000000026c,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,7,11,34,"{""type"":""Point"",""coordinates"":[-121.72023752444899,38.54926749871967]}"
0000000000000000026d,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,4,16,34,"{""type"":""Point"",""coordinates"":[-121.76344621365693,38.54917831669861]}"
0000000000000000026e,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,34,"{""type"":""Point"",""coordinates"":[-121.80665490286482,38.549089134677544]}"
0000000000000000026f,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,72,4,9,24,"{""type"":""Point"",""coordinates"":[-121.68888558494223,38.549089134677544]}"
00000000000000000270,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,7,13,24,"{""type"":""Point"",""coordinates"":[-121.73209873325119,38.54899995265647]}"
00000000000000000271,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,72,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77530742245906,38.5489107706354]}"
00000000000000000272,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,79,4,4,24,"{""type"":""Point"",""coordinates"":[-121.65753810453654,38.5489107706354]}"
00000000000000000273,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.70074679374443,38.54882158861434]}"
00000000000000000274,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,15,34,"{""type"":""Point"",""coordinates"":[-121.74395548295232,38.54872794749221]}"
00000000000000000275,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,4,16,24,"{""type"":""Point"",""coordinates"":[-121.7871641721602,38.548638765471146]}"
00000000000000000276,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,76,4,6,24,"{""type"":""Point"",""coordinates"":[-121.66939485423764,38.548638765471146]}"
00000000000000000277,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.7126035434455,38.548549583450075]}"
00000000000000000278,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,3,73,4,15,34,"{""type"":""Point"",""coordinates"":[-121.75581223265338,38.548460401429004]}"
00000000000000000279,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,74,4,18,34,"{""type"":""Point"",""coordinates"":[-121.79902092186128,38.54837121940794]}"
0000000000000000027a,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,9,24,"{""type"":""Point"",""coordinates"":[-121.68125160393873,38.54837121940794]}"
0000000000000000027b,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,7,13,24,"{""type"":""Point"",""coordinates"":[-121.72446029314662,38.54828203738687]}"
0000000000000000027c,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,72,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76766898235451,38.548192855365805]}"
0000000000000000027d,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,34,"{""type"":""Point"",""coordinates"":[-121.81087767156241,38.54809921424368]}"
0000000000000000027e,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,72,4,9,24,"{""type"":""Point"",""coordinates"":[-121.69310835363986,38.54809921424368]}"
0000000000000000027f,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,73,7,13,24,"{""type"":""Point"",""coordinates"":[-121.73631704284774,38.54801003222261]}"
00000000000000000280,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,71,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77952573205563,38.547920850201535]}"
00000000000000000281,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,24,"{""type"":""Point"",""coordinates"":[-121.6617564141331,38.547920850201535]}"
00000000000000000282,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.70496956244206,38.54783166818048]}"
00000000000000000283,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,15,34,"{""type"":""Point"",""coordinates"":[-121.74817825164989,38.54774248615941]}"
00000000000000000284,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,4,16,24,"{""type"":""Point"",""coordinates"":[-121.79138694085779,38.54765330413833]}"
00000000000000000285,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,76,4,6,24,"{""type"":""Point"",""coordinates"":[-121.67361762293524,38.54765330413833]}"
00000000000000000286,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,7,11,34,"{""type"":""Point"",""coordinates"":[-121.71682631214313,38.547564122117265]}"
00000000000000000287,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,4,16,34,"{""type"":""Point"",""coordinates"":[-121.76003500135101,38.54747048099514]}"
00000000000000000288,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,34,"{""type"":""Point"",""coordinates"":[-121.8032436905589,38.547381298974074]}"
00000000000000000289,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,74,4,9,24,"{""type"":""Point"",""coordinates"":[-121.68547437263636,38.54738129897407]}"
0000000000000000028a,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,7,13,24,"{""type"":""Point"",""coordinates"":[-121.72868306184425,38.547292116952995]}"
0000000000000000028b,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,72,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77189175105214,38.54720293493194]}"
0000000000000000028c,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,79,4,4,24,"{""type"":""Point"",""coordinates"":[-121.6541224331296,38.54720293493194]}"
0000000000000000028d,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.69733112233746,38.54711375291087]}"
0000000000000000028e,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,3,71,4,15,34,"{""type"":""Point"",""coordinates"":[-121.74053981154535,38.547024570889796]}"
0000000000000000028f,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,2,71,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78374850075323,38.546935388868725]}"
00000000000000000290,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,24,"{""type"":""Point"",""coordinates"":[-121.66597918283072,38.546935388868725]}"
00000000000000000291,279.1433642879948,0.49853181100225896,290.9942990292557,MCTNet_400km2_California_North-1.tif,36,2,73,4,10,34,"{""type"":""Point"",""coordinates"":[-121.70918787203861,38.546841747746605]}"
00000000000000000292,279.05698568043675,0.48553203797674627,291.19363045954447,MCTNet_400km2_California_North-1.tif,36,3,73,4,15,34,"{""type"":""Point"",""coordinates"":[-121.75239656124644,38.546752565725534]}"
00000000000000000293,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.79560525045436,38.54666338370448]}"
00000000000000000294,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.67784039163287,38.54666338370448]}"
00000000000000000295,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.72104908084076,38.546574201683406]}"
00000000000000000296,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76425777004862,38.54648501966233]}"
00000000000000000297,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.8074664592565,38.54639583764127]}"
00000000000000000298,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68969714133397,38.54639583764127]}"
00000000000000000299,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73290583054185,38.54630665562019]}"
0000000000000000029a,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77611451974977,38.54621301449808]}"
0000000000000000029b,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,76,4,4,34,"{""type"":""Point"",""coordinates"":[-121.65834520182717,38.54621301449808]}"
0000000000000000029c,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70155389103512,38.54612383247701]}"
0000000000000000029d,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74476258024298,38.54603465045593]}"
0000000000000000029e,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78797126945084,38.545945468434866]}"
0000000000000000029f,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.6702019515283,38.545945468434866]}"
000000000000000002a0,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71341064073619,38.545856286413795]}"
000000000000000002a1,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75661932994407,38.54576710439273]}"
000000000000000002a2,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.79982801915196,38.54567792237165]}"
000000000000000002a3,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68205870122942,38.54567792237165]}"
000000000000000002a4,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72526739043731,38.54558428124953]}"
000000000000000002a5,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.7684760796452,38.54549509922846]}"
000000000000000002a6,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,72,7,20,24,"{""type"":""Point"",""coordinates"":[-121.81168922795413,38.5454059172074]}"
000000000000000002a7,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.69391991003157,38.5454059172074]}"
000000000000000002a8,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73712859923948,38.54531673518633]}"
000000000000000002a9,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.7803372884474,38.54522755316526]}"
000000000000000002aa,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.6625679705248,38.54522755316526]}"
000000000000000002ab,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70577665973269,38.54513837114419]}"
000000000000000002ac,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74898534894058,38.54504473002206]}"
000000000000000002ad,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.79219403814847,38.544955548001]}"
000000000000000002ae,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67442472022593,38.544955548001]}"
000000000000000002af,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71763340943382,38.54486636597993]}"
000000000000000002b0,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.7608420986417,38.54477718395886]}"
000000000000000002b1,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80405078784956,38.54468800193779]}"
000000000000000002b2,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68628146992704,38.54468800193779]}"
000000000000000002b3,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72949015913491,38.54459881991673]}"
000000000000000002b4,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77269884834283,38.54450963789565]}"
000000000000000002b5,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,76,4,4,34,"{""type"":""Point"",""coordinates"":[-121.65492953042025,38.54450963789565]}"
000000000000000002b6,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.69813821962815,38.54441599677353]}"
000000000000000002b7,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74135136793709,38.54432681475246]}"
000000000000000002b8,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.78456005714497,38.544237632731395]}"
000000000000000002b9,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.66679073922242,38.544237632731395]}"
000000000000000002ba,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.7099994284303,38.54414845071033]}"
000000000000000002bb,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75320811763821,38.54405926868925]}"
000000000000000002bc,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.7964168068461,38.54397008666819]}"
000000000000000002bd,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.67864748892353,38.54397008666819]}"
000000000000000002be,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72185617813145,38.54388090464712]}"
000000000000000002bf,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76506486733933,38.54378726352499]}"
000000000000000002c0,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80827355654719,38.543698081503926]}"
000000000000000002c1,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.69050423862463,38.543698081503926]}"
000000000000000002c2,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73371292783254,38.543608899482855]}"
000000000000000002c3,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.77692161704043,38.54351971746179]}"
000000000000000002c4,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.65915229911785,38.54351971746179]}"
000000000000000002c5,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70236098832575,38.54343053544072]}"
000000000000000002c6,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74556967753364,38.54334135341965]}"
000000000000000002c7,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78877836674152,38.54325217139858]}"
000000000000000002c8,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67100904881897,38.54325217139858]}"
000000000000000002c9,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71422219712794,38.543158530276465]}"
000000000000000002ca,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75743088633584,38.543069348255386]}"
000000000000000002cb,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.8006395755437,38.54298016623432]}"
000000000000000002cc,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68287025762113,38.54298016623432]}"
000000000000000002cd,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72607894682902,38.54289098421325]}"
000000000000000002ce,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76928763603694,38.54280180219218]}"
000000000000000002cf,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,72,7,20,24,"{""type"":""Point"",""coordinates"":[-121.81249632524482,38.542712620171116]}"
000000000000000002d0,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.69472700732224,38.542712620171116]}"
000000000000000002d1,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,24,"{""type"":""Point"",""coordinates"":[-121.73793569653014,38.54262343815005]}"
000000000000000002d2,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,16,24,"{""type"":""Point"",""coordinates"":[-121.78114438573803,38.542529797027925]}"
000000000000000002d3,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.66337506781545,38.542529797027925]}"
000000000000000002d4,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.70658375702337,38.54244061500685]}"
000000000000000002d5,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74979244623127,38.542351432985775]}"
000000000000000002d6,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.79300113543916,38.54226225096472]}"
000000000000000002d7,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,7,6,24,"{""type"":""Point"",""coordinates"":[-121.67523181751658,38.542262250964725]}"
000000000000000002d8,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,73,4,11,34,"{""type"":""Point"",""coordinates"":[-121.71844050672449,38.54217306894365]}"
000000000000000002d9,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.76164919593239,38.542083886922576]}"
000000000000000002da,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,73,7,18,24,"{""type"":""Point"",""coordinates"":[-121.80485788514028,38.54199470490151]}"
000000000000000002db,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,7,9,24,"{""type"":""Point"",""coordinates"":[-121.68709302631875,38.54199470490151]}"
000000000000000002dc,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.73030171552665,38.541901063779385]}"
000000000000000002dd,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,4,16,24,"{""type"":""Point"",""coordinates"":[-121.77351040473454,38.54181188175832]}"
000000000000000002de,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,4,76,4,4,34,"{""type"":""Point"",""coordinates"":[-121.65574108681196,38.54181188175832]}"
000000000000000002df,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,10,24,"{""type"":""Point"",""coordinates"":[-121.69894977601987,38.54172269973725]}"
000000000000000002e0,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,72,7,15,24,"{""type"":""Point"",""coordinates"":[-121.74215846522775,38.54163351771618]}"
000000000000000002e1,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,75,4,16,24,"{""type"":""Point"",""coordinates"":[-121.78536715443563,38.54154433569511]}"
000000000000000002e2,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,77,4,6,34,"{""type"":""Point"",""coordinates"":[-121.66759783651311,38.54154433569511]}"
000000000000000002e3,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,71,4,10,24,"{""type"":""Point"",""coordinates"":[-121.71080652572097,38.54145515367405]}"
000000000000000002e4,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,15,24,"{""type"":""Point"",""coordinates"":[-121.75401521492887,38.541365971652965]}"
000000000000000002e5,279.5466392153784,0.5046524033579871,290.7494362666933,MCTNet_400km2_California_North-1.tif,36,2,74,7,18,24,"{""type"":""Point"",""coordinates"":[-121.79722390413679,38.54127233053086]}"
000000000000000002e6,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,75,7,9,24,"{""type"":""Point"",""coordinates"":[-121.67945458621418,38.54127233053086]}"
000000000000000002e7,279.5720378889706,0.5180887208018348,290.64290353754063,MCTNet_400km2_California_North-1.tif,36,2,74,4,13,34,"{""type"":""Point"",""coordinates"":[-121.72266327542208,38.54118314850978]}"
